,secID,tradeDate,preClosePrice,openPrice,highestPrice,lowestPrice,closePrice,turnoverRate,chgPct,PB,target
0,600318.XSHG,2005-01-04,5.59,5.49,5.64,5.46,5.51,0.0116,-0.0143,1.2273,5.62
1,600318.XSHG,2005-01-05,5.51,5.54,5.63,5.46,5.62,0.0085,0.02,1.2518,5.62
2,600318.XSHG,2005-01-06,5.62,5.55,5.63,5.55,5.62,0.0067,0.0,1.2518,5.6
3,600318.XSHG,2005-01-07,5.62,5.59,5.7,5.59,5.6,0.0062,-0.0036,1.2473,5.54
4,600318.XSHG,2005-01-10,5.6,5.6,5.6,5.46,5.54,0.0056,-0.0107,1.2339,5.56
5,600318.XSHG,2005-01-11,5.54,5.56,5.57,5.44,5.56,0.0058,0.0036,1.2384,5.55
6,600318.XSHG,2005-01-12,5.56,5.54,5.58,5.5,5.55,0.0028,-0.0018,1.2362,5.43
7,600318.XSHG,2005-01-13,5.55,5.51,5.54,5.41,5.43,0.0062,-0.0216,1.2094,5.42
8,600318.XSHG,2005-01-14,5.43,5.42,5.51,5.41,5.42,0.0031,-0.0018,1.2072,5.3
9,600318.XSHG,2005-01-17,5.42,5.38,5.44,5.28,5.3,0.006,-0.0221,1.1805,5.34
10,600318.XSHG,2005-01-18,5.3,5.25,5.36,5.25,5.34,0.0052,0.0075,1.1894,5.4
11,600318.XSHG,2005-01-19,5.34,5.3,5.43,5.3,5.4,0.0029,0.0112,1.2028,5.11
12,600318.XSHG,2005-01-20,5.4,5.36,5.36,5.11,5.11,0.0076,-0.0537,1.1382,4.97
13,600318.XSHG,2005-01-21,5.11,5.05,5.11,4.66,4.97,0.0155,-0.0274,1.107,5.18
14,600318.XSHG,2005-01-24,4.97,5.09,5.26,5.03,5.18,0.0103,0.0423,1.1538,5.13
15,600318.XSHG,2005-01-25,5.18,5.18,5.18,5.06,5.13,0.0043,-0.0097,1.1426,5.0
16,600318.XSHG,2005-01-26,5.13,5.09,5.13,4.99,5.0,0.0039,-0.0253,1.1137,4.87
17,600318.XSHG,2005-01-27,5.0,5.0,5.08,4.81,4.87,0.0036,-0.026,1.0847,4.92
18,600318.XSHG,2005-01-28,4.87,4.85,4.98,4.85,4.92,0.0035,0.0103,1.0959,4.77
19,600318.XSHG,2005-01-31,4.92,4.75,4.91,4.75,4.77,0.0027,-0.0305,1.0624,4.73
20,600318.XSHG,2005-02-01,4.77,4.76,4.83,4.71,4.73,0.0027,-0.0084,1.0535,5.04
21,600318.XSHG,2005-02-02,4.73,4.78,5.05,4.75,5.04,0.0075,0.0655,1.1226,4.89
22,600318.XSHG,2005-02-03,5.04,5.04,5.1,4.88,4.89,0.0063,-0.0298,1.0892,4.98
23,600318.XSHG,2005-02-04,4.89,4.95,4.98,4.88,4.98,0.0039,0.0184,1.1092,5.05
24,600318.XSHG,2005-02-16,4.98,4.98,5.09,4.98,5.05,0.0032,0.0141,1.1248,5.05
25,600318.XSHG,2005-02-17,5.05,4.98,5.05,4.98,5.05,0.0026,0.0,1.1248,4.98
26,600318.XSHG,2005-02-18,5.05,5.05,5.05,4.98,4.98,0.003,-0.0139,1.1092,5.05
27,600318.XSHG,2005-02-21,4.98,4.96,5.06,4.96,5.05,0.0028,0.0141,1.1248,5.18
28,600318.XSHG,2005-02-22,5.05,5.05,5.2,4.98,5.18,0.0079,0.0257,1.1538,5.24
